OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 000324,6/28/2014,9/26/2014,10,Wholesale,AUD,NXH382,58,1,10,"1,956.40","1,330.35","19,564.00"
SO - 000325,6/28/2014,9/11/2014,4,Wholesale,USD,GUT930,32,11,9,"1,078.70",722.73,"9,708.30"
SO - 000326,6/28/2014,8/4/2014,22,Wholesale,NZD,AXW291,13,2,11,"1,212.70",945.91,"13,339.70"
SO - 000327,6/28/2014,8/20/2014,48,Distributor,USD,GUT930,46,1,7,978.20,821.69,"6,847.40"
SO - 000328,6/28/2014,9/11/2014,28,Distributor,NZD,NXH382,50,5,10,174.20,120.20,"1,742.00"
SO - 000329,6/28/2014,8/5/2014,25,Wholesale,USD,GUT930,41,7,5,"1,125.60",630.34,"5,628.00"
SO - 000330,6/29/2014,8/4/2014,49,Distributor,NZD,NXH382,52,1,8,"1,065.30",468.73,"8,522.40"
SO - 000331,6/29/2014,9/10/2014,11,Distributor,NZD,AXW291,11,7,8,"3,892.70","2,724.89","31,141.60"
SO - 000332,6/29/2014,8/16/2014,19,Wholesale,USD,NXH382,54,5,5,207.70,120.47,"1,038.50"
SO - 000333,6/29/2014,8/11/2014,20,Wholesale,EUR,AXW291,14,2,8,"1,185.90",948.72,"9,487.20"
SO - 000334,6/29/2014,8/1/2014,15,Export,AUD,FLR025,64,13,11,"2,586.20","1,629.31","28,448.20"
SO - 000335,6/29/2014,8/13/2014,26,Wholesale,NZD,AXW291,5,1,10,"2,579.50","1,960.42","25,795.00"
SO - 000336,6/29/2014,8/4/2014,7,Distributor,NZD,AXW291,5,7,8,"6,378.40","2,806.50","51,027.20"
SO - 000337,6/29/2014,9/25/2014,26,Wholesale,NZD,NXH382,53,13,6,"3,008.30","2,226.14","18,049.80"
SO - 000338,6/29/2014,9/19/2014,49,Wholesale,NZD,AXW291,26,5,8,"1,755.40",930.36,"14,043.20"
SO - 000339,6/29/2014,9/1/2014,28,Wholesale,USD,AXW291,31,7,8,"1,139.00",740.35,"9,112.00"
SO - 000340,6/29/2014,8/12/2014,46,Distributor,AUD,AXW291,8,5,7,"6,157.30","4,556.40","43,101.10"
SO - 000341,6/29/2014,8/11/2014,33,Export,AUD,AXW291,8,14,12,"2,231.10","1,093.24","26,773.20"
SO - 000342,6/29/2014,9/21/2014,23,Wholesale,NZD,AXW291,12,1,9,"2,479.00","1,859.25","22,311.00"
SO - 000343,6/30/2014,8/27/2014,35,Wholesale,AUD,AXW291,4,1,11,"6,391.80","4,793.85","70,309.80"
SO - 000344,6/30/2014,8/13/2014,4,Export,USD,NXH382,48,14,8,"1,139.00",660.62,"9,112.00"
SO - 000345,6/30/2014,9/5/2014,38,Wholesale,USD,GUT930,36,7,8,"2,586.20","1,681.03","20,689.60"
SO - 000346,6/30/2014,8/18/2014,36,Wholesale,EUR,GUT930,38,11,5,"3,899.40","1,871.71","19,497.00"
SO - 000347,6/30/2014,9/7/2014,25,Distributor,USD,AXW291,15,1,9,951.40,599.38,"8,562.60"
SO - 000348,7/1/2014,8/17/2014,8,Distributor,USD,GUT930,31,14,9,"5,607.90","3,476.90","50,471.10"
SO - 000349,7/1/2014,8/16/2014,12,Export,NZD,NXH382,50,13,8,"1,165.80",827.72,"9,326.40"
SO - 000350,7/1/2014,8/21/2014,17,Distributor,GBP,NXH382,50,1,12,"1,949.70","1,520.77","23,396.40"
SO - 000351,7/1/2014,9/14/2014,40,Distributor,USD,AXW291,27,6,9,"3,685.00","2,690.05","33,165.00"
SO - 000352,7/1/2014,9/18/2014,3,Wholesale,NZD,FLR025,60,13,8,"2,633.10","1,816.84","21,064.80"
SO - 000353,7/1/2014,9/29/2014,26,Wholesale,EUR,NXH382,50,7,6,"1,072.00",460.96,"6,432.00"
SO - 000354,7/1/2014,9/27/2014,38,Distributor,EUR,AXW291,6,11,10,"3,537.60","1,910.30","35,376.00"
SO - 000355,7/1/2014,8/14/2014,41,Distributor,NZD,GUT930,42,5,11,"1,092.10",622.50,"12,013.10"
SO - 000356,7/1/2014,9/23/2014,17,Wholesale,USD,NXH382,48,2,9,"1,748.70","1,136.66","15,738.30"
SO - 000357,7/1/2014,8/10/2014,49,Wholesale,USD,AXW291,2,2,8,891.10,739.61,"7,128.80"
SO - 000358,7/1/2014,9/6/2014,41,Wholesale,GBP,AXW291,29,2,5,"3,082.00","1,510.18","15,410.00"
SO - 000359,7/1/2014,8/21/2014,34,Wholesale,EUR,AXW291,27,5,5,"1,125.60",776.66,"5,628.00"
SO - 000360,7/1/2014,7/31/2014,46,Wholesale,USD,AXW291,19,13,9,"1,252.90",651.51,"11,276.10"
SO - 000361,7/2/2014,8/29/2014,44,Distributor,NZD,FLR025,66,1,11,837.50,527.63,"9,212.50"
SO - 000362,7/2/2014,8/16/2014,21,Wholesale,NZD,NXH382,53,13,10,"1,031.80",773.85,"10,318.00"
SO - 000363,7/2/2014,8/28/2014,7,Wholesale,EUR,GUT930,46,1,10,"2,385.20","1,454.97","23,852.00"
SO - 000364,7/2/2014,8/24/2014,48,Distributor,USD,AXW291,28,7,8,"1,802.30","1,153.47","14,418.40"
SO - 000365,7/2/2014,8/12/2014,40,Distributor,NZD,NXH382,49,2,5,"1,018.40",753.62,"5,092.00"
SO - 000366,7/2/2014,9/30/2014,35,Wholesale,GBP,AXW291,19,14,10,"3,946.30","1,815.30","39,463.00"
SO - 000367,7/2/2014,8/25/2014,21,Distributor,NZD,AXW291,24,7,6,"3,953.00","2,095.09","23,718.00"
SO - 000368,7/3/2014,8/2/2014,1,Wholesale,NZD,AXW291,29,7,10,"5,098.70","3,416.13","50,987.00"
SO - 000369,7/3/2014,9/11/2014,9,Export,NZD,FLR025,63,2,11,"3,758.70","1,954.52","41,345.70"
SO - 000370,7/3/2014,9/10/2014,9,Distributor,NZD,AXW291,9,2,5,911.20,610.50,"4,556.00"
SO - 000371,7/3/2014,8/8/2014,26,Wholesale,EUR,GUT930,43,2,8,904.50,379.89,"7,236.00"
SO - 000372,7/3/2014,8/13/2014,21,Wholesale,USD,AXW291,23,6,10,911.20,410.04,"9,112.00"
SO - 000373,7/3/2014,8/31/2014,6,Wholesale,AUD,AXW291,7,7,10,227.80,134.40,"2,278.00"
SO - 000374,7/3/2014,8/8/2014,14,Distributor,AUD,AXW291,13,5,5,254.60,117.12,"1,273.00"
SO - 000375,7/3/2014,8/4/2014,33,Wholesale,USD,AXW291,6,2,11,683.40,444.21,"7,517.40"
SO - 000376,7/4/2014,9/6/2014,43,Wholesale,NZD,AXW291,29,2,7,"3,919.50","2,234.12","27,436.50"
SO - 000377,7/4/2014,8/5/2014,25,Distributor,EUR,FLR025,64,2,10,"1,092.10",786.31,"10,921.00"
SO - 000378,7/5/2014,8/15/2014,10,Wholesale,EUR,GUT930,36,11,11,924.60,536.27,"10,170.60"
SO - 000379,7/5/2014,8/22/2014,45,Distributor,NZD,GUT930,33,7,5,"1,018.40",794.35,"5,092.00"
SO - 000380,7/5/2014,9/25/2014,19,Distributor,AUD,FLR025,65,1,5,"1,788.90","1,305.90","8,944.50"
SO - 000381,7/5/2014,8/29/2014,17,Distributor,NZD,AXW291,15,7,11,944.70,538.48,"10,391.70"
SO - 000382,7/5/2014,9/11/2014,39,Distributor,AUD,AXW291,26,6,6,"3,959.70","2,573.81","23,758.20"
SO - 000383,7/5/2014,9/9/2014,11,Distributor,USD,AXW291,27,9,12,167.50,70.35,"2,010.00"
SO - 000384,7/5/2014,9/29/2014,23,Export,AUD,AXW291,19,2,8,"3,872.60","1,975.03","30,980.80"
SO - 000385,7/5/2014,8/30/2014,12,Distributor,USD,GUT930,34,4,5,"6,539.20","3,858.13","32,696.00"
SO - 000386,7/5/2014,9/11/2014,44,Wholesale,GBP,AXW291,10,1,6,"1,025.10",779.08,"6,150.60"
SO - 000387,7/5/2014,8/21/2014,31,Wholesale,EUR,GUT930,35,11,5,938.00,572.18,"4,690.00"
SO - 000388,7/5/2014,8/28/2014,19,Distributor,GBP,FLR025,64,9,11,"1,045.20",804.80,"11,497.20"
SO - 000389,7/5/2014,9/8/2014,20,Export,NZD,GUT930,37,11,9,167.50,112.23,"1,507.50"
SO - 000390,7/5/2014,9/11/2014,44,Distributor,USD,FLR025,61,13,5,"1,721.90","1,377.52","8,609.50"
SO - 000391,7/6/2014,8/23/2014,30,Wholesale,GBP,GUT930,44,1,8,676.70,466.92,"5,413.60"
SO - 000392,7/6/2014,8/21/2014,47,Wholesale,AUD,AXW291,30,1,12,167.50,82.08,"2,010.00"
SO - 000393,7/6/2014,8/16/2014,26,Distributor,NZD,GUT930,46,13,10,"1,118.90",895.12,"11,189.00"
SO - 000394,7/6/2014,10/2/2014,17,Distributor,NZD,AXW291,5,13,6,"1,139.00",933.98,"6,834.00"
SO - 000395,7/6/2014,9/6/2014,44,Wholesale,NZD,NXH382,50,4,5,"1,748.70",751.94,"8,743.50"
SO - 000396,7/6/2014,8/15/2014,13,Distributor,USD,NXH382,47,2,11,"1,728.60","1,140.88","19,014.60"
SO - 000397,7/6/2014,8/5/2014,13,Distributor,NZD,GUT930,33,13,5,"1,112.20",500.49,"5,561.00"
SO - 000398,7/6/2014,10/1/2014,9,Distributor,AUD,AXW291,11,2,11,"2,385.20","1,454.97","26,237.20"
SO - 000399,7/6/2014,8/19/2014,18,Export,USD,AXW291,15,2,12,221.10,172.46,"2,653.20"
SO - 000400,7/7/2014,9/2/2014,1,Wholesale,USD,AXW291,22,9,6,"5,708.40","2,682.95","34,250.40"
SO - 000401,7/7/2014,8/24/2014,38,Wholesale,NZD,NXH382,52,2,7,"1,038.50",830.80,"7,269.50"
SO - 000402,7/7/2014,8/21/2014,43,Distributor,USD,AXW291,4,1,7,"3,993.20","3,234.49","27,952.40"
SO - 000403,7/7/2014,8/9/2014,14,Distributor,USD,GUT930,35,5,12,"1,085.40",792.34,"13,024.80"
SO - 000404,7/7/2014,9/9/2014,36,Wholesale,GBP,NXH382,50,2,11,"3,886.00","2,020.72","42,746.00"
SO - 000405,7/7/2014,9/30/2014,21,Wholesale,USD,NXH382,53,8,6,"3,986.50","2,670.96","23,919.00"
SO - 000406,7/7/2014,10/1/2014,41,Wholesale,USD,AXW291,22,11,8,"1,206.00",988.92,"9,648.00"
SO - 000407,7/8/2014,9/2/2014,38,Export,EUR,FLR025,65,5,6,"1,842.50","1,050.23","11,055.00"
SO - 000408,7/8/2014,9/2/2014,22,Distributor,NZD,NXH382,54,5,6,"5,051.80","2,930.04","30,310.80"
SO - 000409,7/8/2014,8/7/2014,4,Distributor,USD,GUT930,45,7,11,"1,165.80",466.32,"12,823.80"
SO - 000410,7/8/2014,9/23/2014,21,Wholesale,USD,FLR025,60,3,11,"3,966.40","2,340.18","43,630.40"
SO - 000411,7/8/2014,9/11/2014,17,Wholesale,GBP,NXH382,58,13,9,"1,802.30","1,495.91","16,220.70"
SO - 000412,7/9/2014,9/7/2014,36,Wholesale,EUR,AXW291,28,11,8,"1,105.50",851.24,"8,844.00"
SO - 000413,7/9/2014,9/13/2014,16,Wholesale,NZD,AXW291,9,5,9,"1,889.40","1,398.16","17,004.60"
SO - 000414,7/9/2014,8/9/2014,40,Wholesale,NZD,FLR025,63,10,6,"1,018.40",661.96,"6,110.40"
SO - 000415,7/9/2014,9/25/2014,8,Wholesale,NZD,NXH382,53,12,12,"3,865.90","2,822.11","46,390.80"
SO - 000416,7/9/2014,9/6/2014,30,Wholesale,AUD,GUT930,46,4,10,998.30,449.24,"9,983.00"
SO - 000417,7/9/2014,9/19/2014,48,Distributor,EUR,AXW291,27,11,6,254.60,127.30,"1,527.60"
SO - 000418,7/9/2014,9/9/2014,13,Wholesale,NZD,AXW291,2,13,7,703.50,316.58,"4,924.50"
SO - 000419,7/9/2014,9/26/2014,47,Wholesale,NZD,AXW291,12,2,7,"1,092.10",546.05,"7,644.70"
SO - 000420,7/9/2014,9/10/2014,6,Export,GBP,AXW291,11,1,8,"1,038.50",560.79,"8,308.00"
SO - 000421,7/9/2014,9/21/2014,50,Distributor,USD,GUT930,34,3,12,"2,398.60","1,894.89","28,783.20"
SO - 000422,7/10/2014,8/17/2014,32,Export,AUD,AXW291,27,7,6,897.80,368.10,"5,386.80"
SO - 000423,7/10/2014,9/11/2014,30,Wholesale,NZD,AXW291,8,11,12,"5,212.60","3,179.69","62,551.20"
SO - 000424,7/10/2014,8/28/2014,46,Export,USD,AXW291,19,7,5,254.60,206.23,"1,273.00"
SO - 000425,7/10/2014,8/10/2014,29,Distributor,NZD,GUT930,43,6,7,"3,926.20","2,120.15","27,483.40"
SO - 000426,7/10/2014,10/6/2014,13,Wholesale,NZD,NXH382,57,2,7,"1,165.80",582.90,"8,160.60"
SO - 000427,7/10/2014,9/20/2014,44,Export,USD,GUT930,33,1,8,"3,859.20","2,354.11","30,873.60"
SO - 000428,7/10/2014,8/11/2014,4,Export,NZD,AXW291,13,9,5,167.50,100.50,837.50
SO - 000429,7/10/2014,10/3/2014,22,Distributor,EUR,NXH382,60,1,9,"1,681.70",891.30,"15,135.30"
SO - 000430,7/10/2014,9/20/2014,38,Export,NZD,AXW291,25,2,7,924.60,665.71,"6,472.20"
SO - 000431,7/10/2014,8/16/2014,13,Wholesale,USD,AXW291,22,12,9,"3,966.40","3,371.44","35,697.60"
SO - 000432,7/10/2014,8/21/2014,19,Distributor,AUD,NXH382,51,11,6,938.00,450.24,"5,628.00"
SO - 000433,7/11/2014,9/19/2014,20,Distributor,NZD,AXW291,15,9,8,"1,983.20","1,090.76","15,865.60"
SO - 000434,7/11/2014,8/27/2014,27,Wholesale,EUR,AXW291,30,1,10,"2,586.20","2,094.82","25,862.00"
SO - 000435,7/12/2014,8/16/2014,14,Export,USD,AXW291,16,13,12,"3,061.90","2,051.47","36,742.80"
SO - 000436,7/12/2014,9/28/2014,30,Export,AUD,NXH382,58,7,11,"1,051.90",452.32,"11,570.90"
SO - 000437,7/12/2014,8/31/2014,11,Export,USD,GUT930,41,7,9,261.30,104.52,"2,351.70"
SO - 000438,7/12/2014,9/14/2014,4,Wholesale,AUD,AXW291,25,2,5,"6,143.90","3,071.95","30,719.50"
SO - 000439,7/12/2014,8/13/2014,45,Distributor,NZD,AXW291,26,2,9,"2,472.30","1,928.39","22,250.70"
SO - 000440,7/12/2014,9/20/2014,6,Wholesale,USD,NXH382,57,1,9,"3,892.70","3,075.23","35,034.30"
SO - 000441,7/12/2014,8/12/2014,33,Distributor,NZD,GUT930,39,6,10,964.80,492.05,"9,648.00"
SO - 000442,7/12/2014,10/1/2014,46,Export,NZD,FLR025,62,6,12,"3,832.40","3,104.24","45,988.80"
SO - 000443,7/12/2014,8/13/2014,12,Distributor,NZD,GUT930,35,1,6,964.80,781.49,"5,788.80"
SO - 000444,7/12/2014,10/8/2014,48,Wholesale,NZD,AXW291,22,1,11,"1,118.90",794.42,"12,307.90"
SO - 000445,7/12/2014,9/12/2014,43,Wholesale,NZD,NXH382,58,11,6,180.90,74.17,"1,085.40"
SO - 000446,7/12/2014,8/24/2014,23,Wholesale,USD,AXW291,18,7,7,844.20,346.12,"5,909.40"
SO - 000447,7/12/2014,8/17/2014,25,Export,USD,AXW291,18,11,6,"3,490.70","1,780.26","20,944.20"
SO - 000448,7/13/2014,8/30/2014,39,Distributor,NZD,AXW291,12,11,10,"1,112.20",778.54,"11,122.00"
SO - 000449,7/13/2014,9/7/2014,42,Wholesale,GBP,AXW291,23,1,7,"1,072.00",568.16,"7,504.00"
SO - 000450,7/13/2014,9/23/2014,20,Wholesale,EUR,AXW291,1,7,7,"1,078.70",906.11,"7,550.90"
SO - 000451,7/13/2014,9/4/2014,10,Wholesale,USD,NXH382,49,9,9,"5,433.70","3,857.93","48,903.30"
SO - 000452,7/13/2014,10/4/2014,17,Distributor,USD,NXH382,56,1,6,"3,906.10","3,163.94","23,436.60"
SO - 000453,7/13/2014,8/15/2014,21,Distributor,EUR,AXW291,19,1,5,"2,458.90","2,090.07","12,294.50"
SO - 000454,7/13/2014,9/30/2014,8,Export,NZD,NXH382,47,5,8,"1,112.20",856.39,"8,897.60"
SO - 000455,7/13/2014,9/24/2014,31,Export,EUR,AXW291,27,1,6,"1,065.30",745.71,"6,391.80"
SO - 000456,7/13/2014,10/5/2014,5,Distributor,NZD,NXH382,54,14,7,"1,862.60","1,359.70","13,038.20"
SO - 000457,7/13/2014,9/12/2014,11,Wholesale,USD,NXH382,49,2,9,"1,822.40","1,184.56","16,401.60"
SO - 000458,7/13/2014,10/11/2014,35,Distributor,NZD,AXW291,29,1,10,"1,065.30",575.26,"10,653.00"
SO - 000459,7/13/2014,8/15/2014,26,Wholesale,USD,AXW291,6,9,5,"5,875.90","4,289.41","29,379.50"
SO - 000460,7/13/2014,8/14/2014,10,Wholesale,NZD,AXW291,28,1,5,"1,728.60",708.73,"8,643.00"
SO - 000461,7/14/2014,9/27/2014,50,Distributor,AUD,AXW291,23,5,5,"3,832.40","2,452.74","19,162.00"
SO - 000462,7/14/2014,10/11/2014,24,Wholesale,USD,NXH382,47,12,8,"1,025.10",861.08,"8,200.80"
SO - 000463,7/14/2014,8/19/2014,1,Distributor,NZD,AXW291,21,13,10,"1,815.70",944.16,"18,157.00"
SO - 000464,7/14/2014,9/10/2014,22,Wholesale,USD,NXH382,53,7,5,"3,839.10","1,689.20","19,195.50"
SO - 000465,7/14/2014,8/24/2014,15,Wholesale,NZD,AXW291,11,9,5,"2,425.40","1,430.99","12,127.00"
SO - 000466,7/14/2014,9/7/2014,38,Wholesale,USD,GUT930,40,13,5,"3,865.90","1,971.61","19,329.50"
SO - 000467,7/14/2014,10/9/2014,45,Distributor,GBP,FLR025,64,7,8,"2,653.20","1,857.24","21,225.60"
SO - 000468,7/14/2014,9/13/2014,42,Distributor,AUD,AXW291,17,1,7,991.60,594.96,"6,941.20"
SO - 000469,7/14/2014,8/26/2014,9,Wholesale,USD,FLR025,63,13,8,"2,512.50","2,060.25","20,100.00"
SO - 000470,7/15/2014,9/9/2014,6,Wholesale,AUD,AXW291,8,7,11,"2,613.00","1,332.63","28,743.00"
SO - 000471,7/15/2014,9/26/2014,1,Wholesale,NZD,FLR025,65,4,7,"5,721.80","3,375.86","40,052.60"
SO - 000472,7/15/2014,8/26/2014,8,Wholesale,USD,GUT930,42,1,12,"1,768.80",831.34,"21,225.60"
SO - 000473,7/15/2014,9/6/2014,19,Export,NZD,GUT930,40,12,5,"2,606.30","1,251.02","13,031.50"
SO - 000474,7/15/2014,9/9/2014,10,Export,EUR,FLR025,60,7,10,"2,452.20","1,569.41","24,522.00"
SO - 000475,7/15/2014,9/26/2014,49,Wholesale,USD,GUT930,38,13,12,964.80,694.66,"11,577.60"
SO - 000476,7/16/2014,9/16/2014,44,Export,NZD,AXW291,17,13,11,"1,125.60",562.80,"12,381.60"
SO - 000477,7/16/2014,8/15/2014,30,Distributor,EUR,NXH382,57,7,11,857.60,548.86,"9,433.60"
SO - 000478,7/16/2014,10/7/2014,37,Wholesale,EUR,AXW291,5,1,9,"3,906.10","1,796.81","35,154.90"
SO - 000479,7/16/2014,8/29/2014,8,Export,AUD,AXW291,29,5,5,"1,078.70",506.99,"5,393.50"
SO - 000480,7/16/2014,9/23/2014,13,Wholesale,NZD,NXH382,51,10,12,"2,432.10","1,264.69","29,185.20"
SO - 000481,7/16/2014,9/10/2014,2,Wholesale,AUD,AXW291,17,7,7,958.10,536.54,"6,706.70"
SO - 000482,7/17/2014,10/11/2014,42,Wholesale,NZD,AXW291,25,7,6,864.30,726.01,"5,185.80"
SO - 000483,7/17/2014,8/25/2014,40,Distributor,NZD,AXW291,27,5,12,864.30,700.08,"10,371.60"
SO - 000484,7/17/2014,8/19/2014,40,Distributor,USD,GUT930,35,11,5,891.10,579.22,"4,455.50"
SO - 000485,7/17/2014,8/18/2014,17,Wholesale,NZD,AXW291,18,5,6,"3,979.80","2,069.50","23,878.80"
SO - 000486,7/17/2014,9/1/2014,23,Wholesale,GBP,GUT930,39,1,5,837.50,469.00,"4,187.50"
SO - 000487,7/17/2014,9/8/2014,28,Distributor,USD,AXW291,14,13,9,"2,318.20","1,738.65","20,863.80"
SO - 000488,7/17/2014,9/28/2014,41,Wholesale,NZD,AXW291,6,6,7,"1,822.40",801.86,"12,756.80"
SO - 000489,7/17/2014,8/17/2014,29,Distributor,USD,NXH382,60,11,6,"1,165.80",664.51,"6,994.80"
SO - 000490,7/17/2014,8/23/2014,11,Wholesale,USD,AXW291,8,9,7,234.50,187.60,"1,641.50"
SO - 000491,7/18/2014,9/11/2014,11,Wholesale,EUR,GUT930,44,1,11,"2,452.20","1,912.72","26,974.20"
SO - 000492,7/18/2014,9/26/2014,19,Distributor,AUD,FLR025,60,13,11,261.30,133.26,"2,874.30"
SO - 000493,7/18/2014,10/15/2014,29,Export,USD,AXW291,16,7,10,"1,031.80",453.99,"10,318.00"
SO - 000494,7/18/2014,9/11/2014,18,Wholesale,USD,FLR025,63,11,8,"3,082.00","1,849.20","24,656.00"
SO - 000495,7/18/2014,8/27/2014,27,Wholesale,EUR,NXH382,56,9,11,"6,405.20","3,138.55","70,457.20"
SO - 000496,7/18/2014,8/17/2014,22,Distributor,NZD,AXW291,30,7,7,"1,822.40",947.65,"12,756.80"
SO - 000497,7/18/2014,9/11/2014,29,Wholesale,NZD,GUT930,33,10,11,"1,279.70","1,062.15","14,076.70"
SO - 000498,7/18/2014,9/7/2014,3,Wholesale,EUR,NXH382,51,1,5,"3,932.90","2,635.04","19,664.50"
SO - 000499,7/18/2014,9/3/2014,28,Wholesale,NZD,NXH382,56,1,9,201.00,80.40,"1,809.00"
SO - 000500,7/18/2014,9/3/2014,11,Wholesale,AUD,AXW291,26,1,9,"3,946.30","2,131.00","35,516.70"
SO - 000501,7/19/2014,8/23/2014,49,Wholesale,NZD,AXW291,13,11,12,"1,909.50","1,317.56","22,914.00"
SO - 000502,7/19/2014,8/23/2014,47,Distributor,NZD,AXW291,22,4,5,"2,412.00","1,109.52","12,060.00"
SO - 000503,7/19/2014,9/1/2014,50,Wholesale,GBP,AXW291,28,2,12,964.80,675.36,"11,577.60"
SO - 000504,7/19/2014,9/29/2014,42,Wholesale,AUD,AXW291,11,14,9,"1,996.60","1,457.52","17,969.40"
SO - 000505,7/19/2014,8/20/2014,21,Wholesale,NZD,GUT930,41,6,10,"1,045.20",700.28,"10,452.00"
SO - 000506,7/19/2014,9/17/2014,41,Wholesale,USD,AXW291,7,13,12,"3,879.30","3,219.82","46,551.60"
SO - 000507,7/19/2014,9/25/2014,50,Wholesale,AUD,AXW291,14,2,12,"5,976.40","3,466.31","71,716.80"
SO - 000508,7/19/2014,9/13/2014,13,Wholesale,NZD,GUT930,46,11,8,"2,257.90","1,264.42","18,063.20"
SO - 000509,7/20/2014,8/30/2014,9,Distributor,EUR,GUT930,34,5,10,241.20,154.37,"2,412.00"
SO - 000510,7/20/2014,10/13/2014,35,Distributor,NZD,AXW291,13,1,6,"1,983.20",793.28,"11,899.20"
SO - 000511,7/20/2014,9/3/2014,1,Export,USD,FLR025,66,5,6,"3,919.50","3,331.58","23,517.00"
SO - 000512,7/20/2014,9/7/2014,17,Distributor,USD,GUT930,32,1,9,241.20,135.07,"2,170.80"
SO - 000513,7/20/2014,9/30/2014,35,Distributor,USD,AXW291,1,5,11,"3,946.30","2,012.61","43,409.30"
SO - 000514,7/20/2014,9/1/2014,6,Wholesale,NZD,AXW291,29,1,7,"3,966.40","3,054.13","27,764.80"
SO - 000515,7/20/2014,10/13/2014,6,Wholesale,NZD,AXW291,20,7,7,"1,829.10","1,463.28","12,803.70"
SO - 000516,7/20/2014,10/14/2014,15,Wholesale,NZD,NXH382,50,7,12,"2,733.60","1,230.12","32,803.20"
SO - 000517,7/20/2014,9/24/2014,20,Distributor,NZD,NXH382,59,7,9,844.20,717.57,"7,597.80"
SO - 000518,7/21/2014,8/27/2014,28,Wholesale,EUR,NXH382,55,2,6,"6,231.00","4,922.49","37,386.00"
SO - 000519,7/21/2014,10/7/2014,16,Distributor,NZD,AXW291,12,9,10,"1,159.10",614.32,"11,591.00"
SO - 000520,7/21/2014,9/22/2014,15,Wholesale,USD,AXW291,8,11,6,"3,966.40","2,379.84","23,798.40"
SO - 000521,7/21/2014,8/27/2014,41,Wholesale,USD,AXW291,1,5,5,"1,105.50",740.69,"5,527.50"
SO - 000522,7/21/2014,10/4/2014,16,Wholesale,AUD,AXW291,11,11,8,"1,125.60",731.64,"9,004.80"
SO - 000523,7/21/2014,10/1/2014,19,Distributor,USD,AXW291,25,13,11,897.80,709.26,"9,875.80"
SO - 000524,7/21/2014,9/12/2014,21,Wholesale,NZD,AXW291,13,7,5,207.70,83.08,"1,038.50"
SO - 000525,7/21/2014,10/14/2014,43,Wholesale,NZD,FLR025,65,2,10,"3,959.70","2,138.24","39,597.00"
SO - 000526,7/22/2014,10/20/2014,21,Wholesale,NZD,NXH382,58,1,6,"1,755.40",912.81,"10,532.40"
SO - 000527,7/22/2014,9/30/2014,37,Wholesale,USD,GUT930,39,1,7,"3,001.60","1,650.88","21,011.20"
SO - 000528,7/22/2014,9/20/2014,33,Wholesale,USD,NXH382,49,11,7,"1,031.80",464.31,"7,222.60"
SO - 000529,7/22/2014,10/11/2014,21,Export,USD,AXW291,10,10,10,"3,966.40","2,776.48","39,664.00"
SO - 000530,7/22/2014,10/19/2014,48,Distributor,NZD,AXW291,18,1,6,"1,681.70","1,126.74","10,090.20"
SO - 000531,7/22/2014,9/1/2014,33,Wholesale,EUR,AXW291,2,4,6,"1,172.50",809.03,"7,035.00"
SO - 000532,7/22/2014,8/30/2014,26,Distributor,AUD,NXH382,55,2,5,716.90,473.15,"3,584.50"
SO - 000533,7/22/2014,9/8/2014,12,Wholesale,USD,NXH382,52,2,6,"6,465.50","3,879.30","38,793.00"
SO - 000534,7/22/2014,8/21/2014,30,Wholesale,AUD,NXH382,53,6,11,241.20,101.30,"2,653.20"
SO - 000535,7/22/2014,9/29/2014,38,Export,NZD,AXW291,22,7,6,"1,929.60",849.02,"11,577.60"
SO - 000536,7/22/2014,9/28/2014,23,Wholesale,NZD,AXW291,30,1,12,"3,953.00","3,280.99","47,436.00"
SO - 000537,7/23/2014,9/22/2014,46,Distributor,NZD,GUT930,37,11,8,"2,492.40","1,320.97","19,939.20"
SO - 000538,7/23/2014,9/20/2014,15,Export,AUD,NXH382,54,1,5,241.20,185.72,"1,206.00"
SO - 000539,7/23/2014,9/10/2014,34,Distributor,NZD,GUT930,38,7,6,951.40,380.56,"5,708.40"
SO - 000540,7/23/2014,9/25/2014,45,Export,AUD,AXW291,14,1,10,"6,217.60","5,284.96","62,176.00"
SO - 000541,7/23/2014,9/12/2014,15,Distributor,EUR,AXW291,14,5,6,"2,351.70","1,246.40","14,110.20"
SO - 000542,7/23/2014,9/24/2014,19,Distributor,AUD,AXW291,25,13,7,"1,132.30",871.87,"7,926.10"
SO - 000543,7/23/2014,8/26/2014,1,Wholesale,NZD,GUT930,38,11,6,"1,145.70",607.22,"6,874.20"
SO - 000544,7/23/2014,10/3/2014,15,Wholesale,AUD,AXW291,23,2,6,"3,725.20","2,048.86","22,351.20"
SO - 000545,7/23/2014,10/3/2014,50,Wholesale,NZD,GUT930,35,11,11,944.70,689.63,"10,391.70"
SO - 000546,7/23/2014,9/15/2014,39,Distributor,USD,AXW291,29,2,9,"1,219.40",560.92,"10,974.60"
SO - 000547,7/23/2014,10/5/2014,30,Wholesale,USD,GUT930,38,7,11,"1,051.90",736.33,"11,570.90"
SO - 000548,7/23/2014,8/31/2014,31,Wholesale,USD,AXW291,4,1,10,207.70,135.01,"2,077.00"
